,sub_distances,safety,age,income,count,BoroCT2010
0,0.00922714960684,-0.0438560910506,0.0712177121771,-0.184794488999,3,1000201
1,0.0303657721794,0.119923576623,0.171217712177,-0.160215943968,10,1000202
2,-0.0280285032587,-0.13150450675,0.0337177121771,-0.171927245205,11,1000600
3,-0.0261373522921,0.0866126506766,-0.116282287823,0.0740543778394,119,1000700
4,4.07606898293e-05,0.053789163004,0.0587177121771,-0.166080032124,12,1000800
5,-0.0273625205609,-0.0145364458262,-0.103782287823,0.239314085226,92,1000900
6,0.0557917430074,-0.178172245188,0.0462177121771,-0.192594991877,4,1001002
7,0.0152793820089,-0.108380710125,0.121217712177,-0.106863288675,7,1001200
8,-0.0293668268494,-0.0205357734841,-0.153782287823,0.161629682856,123,1001300
9,-0.0174654572706,-0.110065145738,0.221217712177,0.0153523241429,10,1001401
10,-0.0218148931159,-0.0369609638511,0.0462177121771,-0.118496542696,17,1001402
11,-0.0188940899514,-0.101465891154,0.196217712177,0.0887588952966,96,1001501
12,-0.0237098746049,0.108783815945,-0.228782287823,0.0835698100944,96,1001502
13,-0.0189576351462,-0.147293897885,0.0337177121771,-0.148247297855,45,1001600
14,-0.0282802411221,0.0214366580221,-0.0912822878229,-0.140775858918,124,1001800
15,0.0455706450115,0.345133870392,0.0337177121771,-0.168041759456,1,1002000
16,-0.0273790775085,0.00513447050349,-0.0537822878229,0.543052757832,157,1002100
17,-0.00138025601444,-0.0377385979578,0.0712177121771,-0.136633028293,19,1002201
18,0.0209076901583,-0.194269368974,-0.103782287823,0.0850041913698,13,1002202
19,0.0485533666249,-0.227745407824,0.0587177121771,-0.152259346658,1,1002400
20,0.0256086149873,0.396496326061,0.0712177121771,-0.187486063275,2,1002500
21,0.0339149581132,-0.0863271923392,0.0212177121771,-0.0929476809196,29,1002601
22,0.0240026043929,-0.080707546981,0.0462177121771,-0.0172460997252,31,1002602
23,0.00904103361883,0.440694689418,0.296217712177,-0.0942470616044,4,1002700
24,0.010502245885,-0.0997067823705,-0.0537822878229,-0.144167748757,40,1002800
25,-0.0151891668888,-0.0419217509303,0.171217712177,-0.1460746321,38,1002900
