Census Tract,FIPS Code,Formatted FIPS,Estimated per capita income between 2010-2014.
"36005045101, NY",36005045101,36005045101,39769
"36061011300, NY",36061011300,36061011300,89952
"36061004800, NY",36061004800,36061004800,73855
"36047022200, NY",36047022200,36047022200,11714
"36061010100, NY",36061010100,36061010100,118398
"36061005800, NY",36061005800,36061005800,147077
"36047018000, NY",36047018000,36047018000,21555
"36061009600, NY",36061009600,36061009600,112050
"36047024800, NY",36047024800,36047024800,18875
"36061019400, NY",36061019400,36061019400,11122
"36061022000, NY",36061022000,36061022000,35810
"36047047400, NY",36047047400,36047047400,25287
"36005042200, NY",36005042200,36005042200,21598
"36061011100, NY",36061011100,36061011100,70638
"36047020100, NY",36047020100,36047020100,50336
"36061007200, NY",36061007200,36061007200,85775
"36047022400, NY",36047022400,36047022400,11598
"36047052800, NY",36047052800,36047052800,39479
"36005025500, NY",36005025500,36005025500,12606
"36081027700, NY",36081027700,36081027700,22221
"36047048600, NY",36047048600,36047048600,14456
"36047025400, NY",36047025400,36047025400,18488
"36061017700, NY",36061017700,36061017700,69747
"36061009700, NY",36061009700,36061009700,51909
"36047052900, NY",36047052900,36047052900,10453
"36061006600, NY",36061006600,36061006600,56555
"36047018800, NY",36047018800,36047018800,25814
"36005024400, NY",36005024400,36005024400,24916
"36081028100, NY",36081028100,36081028100,34794
"36061013300, NY",36061013300,36061013300,62539
"36005041300, NY",36005041300,36005041300,21319
"36061006800, NY",36061006800,36061006800,86437
"36047050700, NY",36047050700,36047050700,8940
"36061012500, NY",36061012500,36061012500,118212
"36005024900, NY",36005024900,36005024900,N/A
"36061007600, NY",36061007600,36061007600,87281
"36061015300, NY",36061015300,36061015300,110912
"36061008100, NY",36061008100,36061008100,114414
"36061013100, NY",36061013100,36061013100,93584
"36005038900, NY",36005038900,36005038900,11164
"36047038300, NY",36047038300,36047038300,27006
"36061014900, NY",36061014900,36061014900,125693
"36061008300, NY",36061008300,36061008300,67073
"36047050100, NY",36047050100,36047050100,49900
"36047038500, NY",36047038500,36047038500,21503
"36061012700, NY",36061012700,36061012700,56715
"36047086800, NY",36047086800,36047086800,19177
"36061007400, NY",36061007400,36061007400,132235
"36061023000, NY",36061023000,36061023000,25005
"36005026100, NY",36005026100,36005026100,44396
"36047065200, NY",36047065200,36047065200,39395
"36047118800, NY",36047118800,36047118800,12910
"36081004001, NY",36081004001,36081004001,23811
"36005037300, NY",36005037300,36005037300,13284
"36047000700, NY",36047000700,36047000700,107848
"36047035602, NY",36047035602,36047035602,29489
"36047044400, NY",36047044400,36047044400,25908
"36047039200, NY",36047039200,36047039200,17013
"36081062900, NY",36081062900,36081062900,24668
"36061014402, NY",36061014402,36061014402,96483
"36047074200, NY",36047074200,36047074200,24388
"36047053200, NY",36047053200,36047053200,35128
"36047086000, NY",36047086000,36047086000,20702
"36061005600, NY",36061005600,36061005600,141093
"36047031300, NY",36047031300,36047031300,27132
"36047067200, NY",36047067200,36047067200,19803
"36061021600, NY",36061021600,36061021600,28885
"36047099400, NY",36047099400,36047099400,25933
"36081009400, NY",36081009400,36081009400,21814
"36061010400, NY",36061010400,36061010400,107248
"36047080000, NY",36047080000,36047080000,25865
"36005021002, NY",36005021002,36005021002,29189
"36061012000, NY",36061012000,36061012000,126589
"36061008400, NY",36061008400,36061008400,83055
"36047039000, NY",36047039000,36047039000,25697
"36061010200, NY",36061010200,36061010200,64676
"36061010000, NY",36061010000,36061010000,106523
"36081010100, NY",36081010100,36081010100,32534
"36047075600, NY",36047075600,36047075600,29308
"36047025000, NY",36047025000,36047025000,25529
"36047075400, NY",36047075400,36047075400,29906
"36047075000, NY",36047075000,36047075000,20385
"36005022800, NY",36005022800,36005022800,22429
"36047053400, NY",36047053400,36047053400,17447
"36061012200, NY",36061012200,36061012200,197634
"36081026600, NY",36081026600,36081026600,18699
"36081010600, NY",36081010600,36081010600,19641
"36061010300, NY",36061010300,36061010300,70932
"36061008000, NY",36061008000,36061008000,104790
"36047032300, NY",36047032300,36047032300,23039
"36047053000, NY",36047053000,36047053000,20456
"36005027700, NY",36005027700,36005027700,14713
"36047025600, NY",36047025600,36047025600,22991
"36047112000, NY",36047112000,36047112000,15437
"36047075200, NY",36047075200,36047075200,48480
"36047054800, NY",36047054800,36047054800,29019
"36061008200, NY",36061008200,36061008200,96925
"36047059600, NY",36047059600,36047059600,33084
"36047069000, NY",36047069000,36047069000,36783
"36047024600, NY",36047024600,36047024600,18471
"36081028900, NY",36081028900,36081028900,28793
"36047047200, NY",36047047200,36047047200,19615
"36081052000, NY",36081052000,36081052000,31032
"36061009500, NY",36061009500,36061009500,76837
"36081074100, NY",36081074100,36081074100,42860
"36047089400, NY",36047089400,36047089400,16920
"36061016600, NY",36061016600,36061016600,25617
"36047023300, NY",36047023300,36047023300,23292
"36047022900, NY",36047022900,36047022900,34007
"36047057800, NY",36047057800,36047057800,21622
"36081045000, NY",36081045000,36081045000,20772
"36047007100, NY",36047007100,36047007100,23925
"36005040100, NY",36005040100,36005040100,14049
"36081058500, NY",36081058500,36081058500,20797
"36081041500, NY",36081041500,36081041500,17469
"36047055800, NY",36047055800,36047055800,25047
"36081004300, NY",36081004300,36081004300,12864
"36047056600, NY",36047056600,36047056600,28357
"36047011200, NY",36047011200,36047011200,12686
"36047101000, NY",36047101000,36047101000,23822
"36081071306, NY",36081071306,36081071306,34403
"36047110600, NY",36047110600,36047110600,12427
"36081014100, NY",36081014100,36081014100,30364
"36047078600, NY",36047078600,36047078600,20070
"36047037300, NY",36047037300,36047037300,17081
"36005025400, NY",36005025400,36005025400,25534
"36047074400, NY",36047074400,36047074400,24889
"36047036200, NY",36047036200,36047036200,16744
"36047004500, NY",36047004500,36047004500,89540
"36081013800, NY",36081013800,36081013800,26870
"36081039900, NY",36081039900,36081039900,15613
"36005036800, NY",36005036800,36005036800,16750
"36081044602, NY",36081044602,36081044602,14235
"36047056200, NY",36047056200,36047056200,32076
"36081042700, NY",36081042700,36081042700,15692
"36047057300, NY",36047057300,36047057300,35823
"36005042800, NY",36005042800,36005042800,26473
"36081072100, NY",36081072100,36081072100,32193
"36061025300, NY",36061025300,36061025300,17642
"36047121400, NY",36047121400,36047121400,8797
"36005017100, NY",36005017100,36005017100,N/A
"36047020600, NY",36047020600,36047020600,33652
"36081015900, NY",36081015900,36081015900,26377
"36047081400, NY",36047081400,36047081400,20106
"36081052200, NY",36081052200,36081052200,28089
"36081051800, NY",36081051800,36081051800,25979
"36047025800, NY",36047025800,36047025800,19420
"36047019700, NY",36047019700,36047019700,58488
"36047084000, NY",36047084000,36047084000,24526
"36047082200, NY",36047082200,36047082200,19513
"36047023800, NY",36047023800,36047023800,19532
"36047042600, NY",36047042600,36047042600,21144
"36047023600, NY",36047023600,36047023600,13289
"36047050500, NY",36047050500,36047050500,17812
"36047023400, NY",36047023400,36047023400,12361
"36005012500, NY",36005012500,36005012500,13947
"36047024000, NY",36047024000,36047024000,13727
"36005026601, NY",36005026601,36005026601,27967
"36005044800, NY",36005044800,36005044800,31380
"36047052600, NY",36047052600,36047052600,27755
"36047055400, NY",36047055400,36047055400,24247
"36047018100, NY",36047018100,36047018100,62391
"36047016700, NY",36047016700,36047016700,59435
"36081037100, NY",36081037100,36081037100,20874
"36047046400, NY",36047046400,36047046400,15180
"36061006700, NY",36061006700,36061006700,93256
"36061005200, NY",36061005200,36061005200,115066
"36047054700, NY",36047054700,36047054700,19389
"36047001100, NY",36047001100,36047001100,65323
"36047068000, NY",36047068000,36047068000,22606
"36047024900, NY",36047024900,36047024900,28414
"36047112600, NY",36047112600,36047112600,14985
"36047032500, NY",36047032500,36047032500,22568
"36047043300, NY",36047043300,36047043300,15538
"36047043100, NY",36047043100,36047043100,18173
"36005003700, NY",36005003700,36005003700,10142
"36047042000, NY",36047042000,36047042000,20618
"36061005400, NY",36061005400,36061005400,134136
"36047042900, NY",36047042900,36047042900,17220
"36047043500, NY",36047043500,36047043500,19826
"36081050201, NY",36081050201,36081050201,28547
"36005013500, NY",36005013500,36005013500,12345
"36047040900, NY",36047040900,36047040900,16630
"36047078200, NY",36047078200,36047078200,21468
"36005037400, NY",36005037400,36005037400,14180
"36047042500, NY",36047042500,36047042500,20256
"36047021600, NY",36047021600,36047021600,12749
"36047054500, NY",36047054500,36047054500,10600
"36047021400, NY",36047021400,36047021400,12365
"36047003700, NY",36047003700,36047003700,61498
"36047011400, NY",36047011400,36047011400,17182
"36047053700, NY",36047053700,36047053700,8620
"36081023000, NY",36081023000,36081023000,25970
"36047015700, NY",36047015700,36047015700,69530
"36081074500, NY",36081074500,36081074500,23079
"36047055200, NY",36047055200,36047055200,25029
"36047078400, NY",36047078400,36047078400,31390
"36047043700, NY",36047043700,36047043700,15436
"36047022800, NY",36047022800,36047022800,13541
"36047091200, NY",36047091200,36047091200,12023
"36081003200, NY",36081003200,36081003200,21427
"36061005000, NY",36061005000,36061005000,98504
"36047088400, NY",36047088400,36047088400,17866
"36047024500, NY",36047024500,36047024500,24653
"36047083800, NY",36047083800,36047083800,27614
"36005021602, NY",36005021602,36005021602,21041
"36081036500, NY",36081036500,36081036500,18267
"36047044300, NY",36047044300,36047044300,18915
"36005026702, NY",36005026702,36005026702,18394
"36081116700, NY",36081116700,36081116700,17606
"36005011900, NY",36005011900,36005011900,13949
"36047084600, NY",36047084600,36047084600,28473
"36081005500, NY",36081005500,36081005500,26639
"36047004300, NY",36047004300,36047004300,70482
"36047039100, NY",36047039100,36047039100,16176
"36047044500, NY",36047044500,36047044500,18519
"36047080600, NY",36047080600,36047080600,17420
"36081028000, NY",36081028000,36081028000,23758
"36047115200, NY",36047115200,36047115200,13970
"36005017300, NY",36005017300,36005017300,11649
"36047067800, NY",36047067800,36047067800,28977
"36047065000, NY",36047065000,36047065000,28637
"36061008900, NY",36061008900,36061008900,103664
"36005021302, NY",36005021302,36005021302,12508
"36061004700, NY",36061004700,36061004700,105696
"36061008700, NY",36061008700,36061008700,114004
"36061007300, NY",36061007300,36061007300,97206
"36047026600, NY",36047026600,36047026600,22726
"36047028900, NY",36047028900,36047028900,19057
"36047014100, NY",36047014100,36047014100,50522
"36047049700, NY",36047049700,36047049700,48857
"36081058900, NY",36081058900,36081058900,20478
"36081003100, NY",36081003100,36081003100,30214
"36047064600, NY",36047064600,36047064600,27437
"36061007100, NY",36061007100,36061007100,118703
"36047049200, NY",36047049200,36047049200,18643
"36047018200, NY",36047018200,36047018200,20343
"36005006400, NY",36005006400,36005006400,17330
"36081011000, NY",36081011000,36081011000,17390
"36081009500, NY",36081009500,36081009500,32841
"36047093600, NY",36047093600,36047093600,26978
"36005021601, NY",36005021601,36005021601,15468
"36047041200, NY",36047041200,36047041200,35624
"36005016400, NY",36005016400,36005016400,35904
"36081043900, NY",36081043900,36081043900,13812
"36047003300, NY",36047003300,36047003300,64504
"36047029100, NY",36047029100,36047029100,20963
"36047029500, NY",36047029500,36047029500,29493
"36047050600, NY",36047050600,36047050600,19441
"36047029300, NY",36047029300,36047029300,23256
"36081049301, NY",36081049301,36081049301,27880
"36047042800, NY",36047042800,36047042800,23051
"36047078000, NY",36047078000,36047078000,28621
"36047053800, NY",36047053800,36047053800,18761
"36081014800, NY",36081014800,36081014800,16452
"36047041800, NY",36047041800,36047041800,21765
"36047028400, NY",36047028400,36047028400,23151
"36005015800, NY",36005015800,36005015800,30651
"36047017800, NY",36047017800,36047017800,18645
"36047034500, NY",36047034500,36047034500,16697
"36047099000, NY",36047099000,36047099000,21048
"36047012700, NY",36047012700,36047012700,29634
"36081055900, NY",36081055900,36081055900,17464
"36061027700, NY",36061027700,36061027700,15845
"36047097000, NY",36047097000,36047097000,31568
"36081120100, NY",36081120100,36081120100,20040
"36047034900, NY",36047034900,36047034900,15033
"36005036100, NY",36005036100,36005036100,9720
"36047077000, NY",36047077000,36047077000,23785
"36047035300, NY",36047035300,36047035300,21948
"36047058600, NY",36047058600,36047058600,22181
"36047027400, NY",36047027400,36047027400,19241
"36047038900, NY",36047038900,36047038900,21540
"36047035100, NY",36047035100,36047035100,13713
"36047039600, NY",36047039600,36047039600,29942
"36047041500, NY",36047041500,36047041500,18167
"36047102200, NY",36047102200,36047102200,24184
"36047026000, NY",36047026000,36047026000,19542
"36081071304, NY",36081071304,36081071304,33963
"36047081000, NY",36047081000,36047081000,24725
"36047013800, NY",36047013800,36047013800,30470
"36005033800, NY",36005033800,36005033800,16592
"36047111800, NY",36047111800,36047111800,14715
"36081012500, NY",36081012500,36081012500,27131
"36047041300, NY",36047041300,36047041300,15951
"36047112200, NY",36047112200,36047112200,13890
"36047041600, NY",36047041600,36047041600,20395
"36047027700, NY",36047027700,36047027700,15432
"36047074000, NY",36047074000,36047074000,19843
"36047034300, NY",36047034300,36047034300,19469
"36047027500, NY",36047027500,36047027500,28485
"36047004100, NY",36047004100,36047004100,58863
"36047006200, NY",36047006200,36047006200,27294
"36047028100, NY",36047028100,36047028100,14145
"36047027900, NY",36047027900,36047027900,28461
"36047025300, NY",36047025300,36047025300,30513
"36061002201, NY",36061002201,36061002201,26204
"36005013300, NY",36005013300,36005013300,14034
"36047098800, NY",36047098800,36047098800,23793
"36081011800, NY",36081011800,36081011800,19391
"36047053100, NY",36047053100,36047053100,13238
"36081054900, NY",36081054900,36081054900,16964
"36047000900, NY",36047000900,36047000900,86573
"36047076400, NY",36047076400,36047076400,25124
"36081001000, NY",36081001000,36081001000,21628
"36047058200, NY",36047058200,36047058200,18752
"36005021700, NY",36005021700,36005021700,11437
"36081007900, NY",36081007900,36081007900,19876
"36081045600, NY",36081045600,36081045600,21823
"36047042400, NY",36047042400,36047042400,24891
"36047121000, NY",36047121000,36047121000,9830
"36047101200, NY",36047101200,36047101200,25945
"36047092200, NY",36047092200,36047092200,22828
"36061003400, NY",36061003400,36061003400,59930
"36081066900, NY",36081066900,36081066900,34875
"36005023000, NY",36005023000,36005023000,17664
"36081056200, NY",36081056200,36081056200,24029
"36047027800, NY",36047027800,36047027800,21332
"36047114600, NY",36047114600,36047114600,13560
"36081012800, NY",36081012800,36081012800,24493
"36047011600, NY",36047011600,36047011600,14872
"36047032100, NY",36047032100,36047032100,19395
"36005037000, NY",36005037000,36005037000,20788
"36047115600, NY",36047115600,36047115600,11736
"36047039500, NY",36047039500,36047039500,14322
"36005026300, NY",36005026300,36005026300,13126
"36047073200, NY",36047073200,36047073200,26172
"36047020500, NY",36047020500,36047020500,49526
"36047043000, NY",36047043000,36047043000,21992
"36047026500, NY",36047026500,36047026500,22894
"36047040100, NY",36047040100,36047040100,18982
"36047026700, NY",36047026700,36047026700,35829
"36081046300, NY",36081046300,36081046300,16834
"36047023100, NY",36047023100,36047023100,32749
"36047116600, NY",36047116600,36047116600,11611
"36047044700, NY",36047044700,36047044700,22296
"36005034000, NY",36005034000,36005034000,17770
"36047039700, NY",36047039700,36047039700,18547
"36047058800, NY",36047058800,36047058800,30727
"36005044901, NY",36005044901,36005044901,38199
"36047051100, NY",36047051100,36047051100,24591
"36061025100, NY",36061025100,36061025100,19152
"36081071900, NY",36081071900,36081071900,27258
"36047017900, NY",36047017900,36047017900,31809
"36047037500, NY",36047037500,36047037500,17978
"36047057400, NY",36047057400,36047057400,33402
"36081041300, NY",36081041300,36081041300,15263
"36081059000, NY",36081059000,36081059000,27219
"36081027600, NY",36081027600,36081027600,23121
"36047085600, NY",36047085600,36047085600,28349
"36081047100, NY",36081047100,36081047100,20228
"36047058000, NY",36047058000,36047058000,18667
"36047057600, NY",36047057600,36047057600,28783
"36047115000, NY",36047115000,36047115000,16329
"36061029300, NY",36061029300,36061029300,15857
"36047059000, NY",36047059000,36047059000,26971
"36061026300, NY",36061026300,36061026300,18111
"36047072000, NY",36047072000,36047072000,22004
"36005002702, NY",36005002702,36005002702,8545
"36005034400, NY",36005034400,36005034400,21926
"36047011000, NY",36047011000,36047011000,15660
"36005038200, NY",36005038200,36005038200,20931
"36081028500, NY",36081028500,36081028500,41373
"36047081800, NY",36047081800,36047081800,20848
"36061030300, NY",36061030300,36061030300,30478
"36081036100, NY",36081036100,36081036100,17941
"36005044902, NY",36005044902,36005044902,29292
"36005034200, NY",36005034200,36005034200,20531
"36081010800, NY",36081010800,36081010800,18282
"36047021800, NY",36047021800,36047021800,12389
"36047026200, NY",36047026200,36047026200,25597
"36005008400, NY",36005008400,36005008400,23131
"36081062700, NY",36081062700,36081062700,23426
"36061022302, NY",36061022302,36061022302,17546
"36047092800, NY",36047092800,36047092800,25164
"36081086500, NY",36081086500,36081086500,23979
"36005006800, NY",36005006800,36005006800,15307
"36005012901, NY",36005012901,36005012901,10095
"36061026100, NY",36061026100,36061026100,15134
"36081023800, NY",36081023800,36081023800,16499
"36047003900, NY",36047003900,36047003900,62099
"36047078800, NY",36047078800,36047078800,18364
"36005003100, NY",36005003100,36005003100,18562
"36081000200, NY",36081000200,36081000200,22738
"36047102000, NY",36047102000,36047102000,27549
"36081062300, NY",36081062300,36081062300,25835
"36047068800, NY",36047068800,36047068800,29533
"36047082800, NY",36047082800,36047082800,22243
"36047055300, NY",36047055300,36047055300,50959
"36047086600, NY",36047086600,36047086600,21623
"36047013100, NY",36047013100,36047013100,68211
"36047032900, NY",36047032900,36047032900,21492
"36005021502, NY",36005021502,36005021502,11207
"36005028700, NY",36005028700,36005028700,26204
"36061016100, NY",36061016100,36061016100,103099
"36047006700, NY",36047006700,36047006700,81797
"36047022600, NY",36047022600,36047022600,13516
"36005014900, NY",36005014900,36005014900,11460
"36047098600, NY",36047098600,36047098600,23809
"36047043800, NY",36047043800,36047043800,19579
"36005043600, NY",36005043600,36005043600,22897
"36047087000, NY",36047087000,36047087000,18348
"36081037500, NY",36081037500,36081037500,15879
"36081118500, NY",36081118500,36081118500,24749
"36081035300, NY",36081035300,36081035300,19073
"36081055100, NY",36081055100,36081055100,21293
"36047067600, NY",36047067600,36047067600,29468
"36047024400, NY",36047024400,36047024400,16259
"36047115800, NY",36047115800,36047115800,19630
"36047101400, NY",36047101400,36047101400,27302
"36081060100, NY",36081060100,36081060100,29205
"36047021500, NY",36047021500,36047021500,42514
"36047013200, NY",36047013200,36047013200,26405
"36047024300, NY",36047024300,36047024300,29956
"36047029000, NY",36047029000,36047029000,21703
"36047089800, NY",36047089800,36047089800,15824
"36047002000, NY",36047002000,36047002000,21998
"36061021303, NY",36061021303,36061021303,21533
"36005039901, NY",36005039901,36005039901,12876
"36047048000, NY",36047048000,36047048000,16500
"36047117000, NY",36047117000,36047117000,14516
"36081006502, NY",36081006502,36081006502,35471
"36081027200, NY",36081027200,36081027200,20380
"36081045500, NY",36081045500,36081045500,20061
"36047041402, NY",36047041402,36047041402,31436
"36061022600, NY",36061022600,36061022600,28440
"36081020600, NY",36081020600,36081020600,21797
"36047006600, NY",36047006600,36047006600,35737
"36047042100, NY",36047042100,36047042100,17783
"36047045600, NY",36047045600,36047045600,24005
"36047113400, NY",36047113400,36047113400,10755
"36047040400, NY",36047040400,36047040400,26798
"36047065600, NY",36047065600,36047065600,32702
"36081040900, NY",36081040900,36081040900,14360
"36005024600, NY",36005024600,36005024600,32955
"36081005000, NY",36081005000,36081005000,N/A
"36061009400, NY",36061009400,36061009400,42048
"36047064000, NY",36047064000,36047064000,31395
"36047041900, NY",36047041900,36047041900,15997
"36047120200, NY",36047120200,36047120200,16317
"36047065800, NY",36047065800,36047065800,33750
"36081050202, NY",36081050202,36081050202,30692
"36005021100, NY",36005021100,36005021100,11244
"36047040800, NY",36047040800,36047040800,19202
"36047028800, NY",36047028800,36047028800,22517
"36081029300, NY",36081029300,36081029300,22828
"36047013700, NY",36047013700,36047013700,48188
"36047117601, NY",36047117601,36047117601,15022
"36005017500, NY",36005017500,36005017500,14152
"36047010200, NY",36047010200,36047010200,14258
"36047086400, NY",36047086400,36047086400,25882
"36005024300, NY",36005024300,36005024300,10663
"36047010400, NY",36047010400,36047010400,14411
"36047006000, NY",36047006000,36047006000,38186
"36047066000, NY",36047066000,36047066000,35250
"36047100600, NY",36047100600,36047100600,25288
"36047117202, NY",36047117202,36047117202,21992
"36047013500, NY",36047013500,36047013500,74579
"36081046900, NY",36081046900,36081046900,21272
"36081001600, NY",36081001600,36081001600,21546
"36005042000, NY",36005042000,36005042000,16964
"36047048100, NY",36047048100,36047048100,36585
"36047116000, NY",36047116000,36047116000,15070
"36061022700, NY",36061022700,36061022700,30653
"36047087800, NY",36047087800,36047087800,15661
"36005003300, NY",36005003300,36005003300,8682
"36047031900, NY",36047031900,36047031900,20363
"36047039900, NY",36047039900,36047039900,17538
"36047013900, NY",36047013900,36047013900,51883
"36047064800, NY",36047064800,36047064800,26357
"36047065400, NY",36047065400,36047065400,36199
"36081032700, NY",36081032700,36081032700,22148
"36081033900, NY",36081033900,36081033900,26225
"36081033700, NY",36081033700,36081033700,17946
"36081011100, NY",36081011100,36081011100,36609
"36081025700, NY",36081025700,36081025700,36692
"36005020601, NY",36005020601,36005020601,24066
"36047073400, NY",36047073400,36047073400,25884
"36047009400, NY",36047009400,36047009400,16266
"36047009800, NY",36047009800,36047009800,10887
"36047010800, NY",36047010800,36047010800,14571
"36047010000, NY",36047010000,36047010000,12142
"36081045700, NY",36081045700,36081045700,28531
"36047023000, NY",36047023000,36047023000,13321
"36047010600, NY",36047010600,36047010600,11814
"36047009600, NY",36047009600,36047009600,16843
"36047120000, NY",36047120000,36047120000,13255
"36047015300, NY",36047015300,36047015300,61064
"36081055500, NY",36081055500,36081055500,18689
"36081013600, NY",36081013600,36081013600,36888
"36047022100, NY",36047022100,36047022100,24118
"36005038100, NY",36005038100,36005038100,13659
"36081015400, NY",36081015400,36081015400,17742
"36047021000, NY",36047021000,36047021000,18222
"36081043701, NY",36081043701,36081043701,18163
"36047027300, NY",36047027300,36047027300,25261
"36047015500, NY",36047015500,36047015500,75071
"36005038800, NY",36005038800,36005038800,21771
"36061004300, NY",36061004300,36061004300,69758
"36061020600, NY",36061020600,36061020600,26034
"36047015100, NY",36047015100,36047015100,64118
"36047042700, NY",36047042700,36047042700,17452
"36061020800, NY",36061020800,36061020800,35298
"36081086100, NY",36081086100,36081086100,22558
"36047028700, NY",36047028700,36047028700,16857
"36047027600, NY",36047027600,36047027600,19063
"36005004800, NY",36005004800,36005004800,12138
"36061018800, NY",36061018800,36061018800,18901
"36047089600, NY",36047089600,36047089600,16689
"36047096800, NY",36047096800,36047096800,25919
"36047018400, NY",36047018400,36047018400,36475
"36005019700, NY",36005019700,36005019700,9166
"36047100800, NY",36047100800,36047100800,26421
"36047043200, NY",36047043200,36047043200,19832
"36047082000, NY",36047082000,36047082000,26699
"36047013300, NY",36047013300,36047013300,63056
"36047009000, NY",36047009000,36047009000,11966
"36005024700, NY",36005024700,36005024700,19287
"36081014700, NY",36081014700,36081014700,32899
"36081002600, NY",36081002600,36081002600,26257
"36081015500, NY",36081015500,36081015500,37597
"36047012100, NY",36047012100,36047012100,43553
"36081002200, NY",36081002200,36081002200,27927
"36047068600, NY",36047068600,36047068600,26156
"36047077400, NY",36047077400,36047077400,20883
"36081003900, NY",36081003900,36081003900,16648
"36081012601, NY",36081012601,36081012601,19481
"36081015000, NY",36081015000,36081015000,20407
"36081012602, NY",36081012602,36081012602,23953
"36081037700, NY",36081037700,36081037700,13168
"36047007000, NY",36047007000,36047007000,22136
"36047087200, NY",36047087200,36047087200,20442
"36081012000, NY",36081012000,36081012000,19375
"36047021900, NY",36047021900,36047021900,25823
"36061028300, NY",36061028300,36061028300,23076
"36047040600, NY",36047040600,36047040600,21697
"36081020200, NY",36081020200,36081020200,15816
"36081085900, NY",36081085900,36081085900,20540
"36047014000, NY",36047014000,36047014000,31364
"36005039400, NY",36005039400,36005039400,16707
"36005038302, NY",36005038302,36005038302,13614
"36047031100, NY",36047031100,36047031100,20506
"36047083200, NY",36047083200,36047083200,24401
"36081065702, NY",36081065702,36081065702,32511
"36005030100, NY",36005030100,36005030100,46828
"36081002000, NY",36081002000,36081002000,26066
"36081071303, NY",36081071303,36081071303,44885
"36081058700, NY",36081058700,36081058700,24048
"36061025700, NY",36061025700,36061025700,50526
"36081086300, NY",36081086300,36081086300,16891
"36047085000, NY",36047085000,36047085000,23361
"36047116800, NY",36047116800,36047116800,15156
"36047117602, NY",36047117602,36047117602,15673
"36081027400, NY",36081027400,36081027400,24729
"36081055300, NY",36081055300,36081055300,21778
"36047029900, NY",36047029900,36047029900,12637
"36047007400, NY",36047007400,36047007400,15065
"36081026200, NY",36081026200,36081026200,20764
"36005023200, NY",36005023200,36005023200,21486
"36047116200, NY",36047116200,36047116200,23010
"36081058300, NY",36081058300,36081058300,26653
"36047048800, NY",36047048800,36047048800,22835
"36047020800, NY",36047020800,36047020800,24746
"36047102400, NY",36047102400,36047102400,22252
"36047036400, NY",36047036400,36047036400,21050
"36047030900, NY",36047030900,36047030900,16249
"36081018000, NY",36081018000,36081018000,17746
"36005003500, NY",36005003500,36005003500,11085
"36061006100, NY",36061006100,36061006100,77307
"36047041000, NY",36047041000,36047041000,27404
"36081058100, NY",36081058100,36081058100,26501
"36047033100, NY",36047033100,36047033100,16703
"36081046700, NY",36081046700,36081046700,14300
"36047052300, NY",36047052300,36047052300,28661
"36005021900, NY",36005021900,36005021900,14726
"36047087600, NY",36047087600,36047087600,21248
"36005040502, NY",36005040502,36005040502,15059
"36081002400, NY",36081002400,36081002400,22313
"36081007300, NY",36081007300,36081007300,37651
"36047044100, NY",36047044100,36047044100,18500
"36047050900, NY",36047050900,36047050900,9983
"36047023500, NY",36047023500,36047023500,20208
"36005017702, NY",36005017702,36005017702,11364
"36047049900, NY",36047049900,36047049900,44831
"36047041700, NY",36047041700,36047041700,14215
"36047044600, NY",36047044600,36047044600,31828
"36047020300, NY",36047020300,36047020300,48146
"36005007300, NY",36005007300,36005007300,11644
"36047119000, NY",36047119000,36047119000,10513
"36047117800, NY",36047117800,36047117800,17572
"36047086200, NY",36047086200,36047086200,20561
"36047031702, NY",36047031702,36047031702,29748
"36047034700, NY",36047034700,36047034700,17730
"36047034100, NY",36047034100,36047034100,26030
"36047051200, NY",36047051200,36047051200,21727
"36081011600, NY",36081011600,36081011600,18062
"36047031701, NY",36047031701,36047031701,26128
"36081035100, NY",36081035100,36081035100,23061
"36005014701, NY",36005014701,36005014701,8885
"36081048100, NY",36081048100,36081048100,20229
"36047043400, NY",36047043400,36047043400,21365
"36081027100, NY",36081027100,36081027100,21528
"36061018100, NY",36061018100,36061018100,62610
"36047063800, NY",36047063800,36047063800,33426
"36047020700, NY",36047020700,36047020700,54134
"36047025500, NY",36047025500,36047025500,10361
"36081041100, NY",36081041100,36081041100,14063
"36047007600, NY",36047007600,36047007600,15252
"36047050202, NY",36047050202,36047050202,55263
"36047025100, NY",36047025100,36047025100,21583
"36047036100, NY",36047036100,36047036100,20233
"36047035500, NY",36047035500,36047035500,18565
"36081012100, NY",36081012100,36081012100,30994
"36047007800, NY",36047007800,36047007800,18456
"36047040500, NY",36047040500,36047040500,18373
"36061021400, NY",36061021400,36061021400,30649
"36081005100, NY",36081005100,36081005100,21053
"36047084800, NY",36047084800,36047084800,34207
"36047018300, NY",36047018300,36047018300,55743
"36047043600, NY",36047043600,36047043600,27391
"36081045900, NY",36081045900,36081045900,23770
"36047019500, NY",36047019500,36047019500,43189
"36005041500, NY",36005041500,36005041500,18998
"36081014300, NY",36081014300,36081014300,29491
"36047012901, NY",36047012901,36047012901,40185
"36061029500, NY",36061029500,36061029500,31397
"36005005600, NY",36005005600,36005005600,15638
"36081013500, NY",36081013500,36081013500,32781
"36005020400, NY",36005020400,36005020400,20342
"36005004600, NY",36005004600,36005004600,22433
"36081009800, NY",36081009800,36081009800,20879
"36047102600, NY",36047102600,36047102600,25854
"36047008000, NY",36047008000,36047008000,21209
"36081036300, NY",36081036300,36081036300,22794
