Census Tract,FIPS Code,Formatted FIPS,Estimated per capita income between 2010-2014.
"36081059200, NY",36081059200,36081059200,27763
"36081077300, NY",36081077300,36081077300,43877
"36081009900, NY",36081009900,36081009900,N/A
"36047094600, NY",36047094600,36047094600,31243
"36047101800, NY",36047101800,36047101800,45456
"36081038100, NY",36081038100,36081038100,17220
"36081112300, NY",36081112300,36081112300,28924
"36047093200, NY",36047093200,36047093200,28692
"36005024800, NY",36005024800,36005024800,30733
"36061002900, NY",36061002900,36061002900,23966
"36081044302, NY",36081044302,36081044302,18699
"36081015802, NY",36081015802,36081015802,20195
"36061008603, NY",36061008603,36061008603,149328
"36005020501, NY",36005020501,36005020501,14256
"36081077905, NY",36081077905,36081077905,37804
"36081051100, NY",36081051100,36081051100,35597
"36047072600, NY",36047072600,36047072600,29166
"36081049302, NY",36081049302,36081049302,25742
"36047051900, NY",36047051900,36047051900,52979
"36081008500, NY",36081008500,36081008500,14278
"36005034500, NY",36005034500,36005034500,37562
"36081049600, NY",36081049600,36081049600,23032
"36081094700, NY",36081094700,36081094700,25292
"36081008700, NY",36081008700,36081008700,11343
"36081024500, NY",36081024500,36081024500,23498
"36005041800, NY",36005041800,36005041800,18517
"36081024000, NY",36081024000,36081024000,18151
"36005032400, NY",36005032400,36005032400,19337
"36047019300, NY",36047019300,36047019300,26447
"36081077903, NY",36081077903,36081077903,31256
"36047013400, NY",36047013400,36047013400,33400
"36005036000, NY",36005036000,36005036000,25901
"36081065703, NY",36081065703,36081065703,30720
"36005028500, NY",36005028500,36005028500,27991
"36047016600, NY",36047016600,36047016600,34086
"36047015200, NY",36047015200,36047015200,35548
"36005027900, NY",36005027900,36005027900,26612
"36061018900, NY",36061018900,36061018900,30452
"36047030700, NY",36047030700,36047030700,15166
"36005007100, NY",36005007100,36005007100,17464
"36081062100, NY",36081062100,36081062100,26861
"36005004400, NY",36005004400,36005004400,13272
"36081068700, NY",36081068700,36081068700,30907
"36005006500, NY",36005006500,36005006500,10379
"36081061200, NY",36081061200,36081061200,39676
"36047055500, NY",36047055500,36047055500,69558
"36047027100, NY",36047027100,36047027100,20690
"36047057000, NY",36047057000,36047057000,32798
"36081004401, NY",36081004401,36081004401,17694
"36061002000, NY",36061002000,36061002000,11452
"36081029100, NY",36081029100,36081029100,20857
"36081079000, NY",36081079000,36081079000,22482
"36081023500, NY",36081023500,36081023500,17835
"36081053401, NY",36081053401,36081053401,30535
"36047036300, NY",36047036300,36047036300,16860
"36047051300, NY",36047051300,36047051300,38979
"36081061400, NY",36081061400,36081061400,27226
"36047016000, NY",36047016000,36047016000,34101
"36081061900, NY",36081061900,36081061900,30084
"36047072200, NY",36047072200,36047072200,24468
"36047017400, NY",36047017400,36047017400,34810
"36081018200, NY",36081018200,36081018200,21089
"36047029400, NY",36047029400,36047029400,19749
"36081026400, NY",36081026400,36081026400,22193
"36081063900, NY",36081063900,36081063900,30785
"36047030300, NY",36047030300,36047030300,11793
"36061010601, NY",36061010601,36061010601,172420
"36081066701, NY",36081066701,36081066701,34308
"36081067900, NY",36081067900,36081067900,30002
"36081145101, NY",36081145101,36081145101,28791
"36081116300, NY",36081116300,36081116300,18695
"36081059300, NY",36081059300,36081059300,25344
"36047097400, NY",36047097400,36047097400,19244
"36081113300, NY",36081113300,36081113300,37033
"36081051700, NY",36081051700,36081051700,31378
"36047056500, NY",36047056500,36047056500,44421
"36047092400, NY",36047092400,36047092400,16558
"36047006500, NY",36047006500,36047006500,68728
"36081046200, NY",36081046200,36081046200,16016
"36047015900, NY",36047015900,36047015900,78467
"36047038600, NY",36047038600,36047038600,18253
"36005042100, NY",36005042100,36005042100,18926
"36047019100, NY",36047019100,36047019100,33778
"36085002700, NY",36085002700,36085002700,13332
"36047089000, NY",36047089000,36047089000,14277
"36085007700, NY",36085007700,36085007700,20535
"36047014900, NY",36047014900,36047014900,48483
"36047090000, NY",36047090000,36047090000,13956
"36081068300, NY",36081068300,36081068300,25131
"36081037300, NY",36081037300,36081037300,21091
"36081045800, NY",36081045800,36081045800,29816
"36047008500, NY",36047008500,36047008500,10779
"36005006100, NY",36005006100,36005006100,30547
"36081018700, NY",36081018700,36081018700,31998
"36047057200, NY",36047057200,36047057200,11990
"36061002100, NY",36061002100,36061002100,187314
"36005016100, NY",36005016100,36005016100,11627
"36081061800, NY",36081061800,36081061800,29866
"36005029700, NY",36005029700,36005029700,46397
"36047095000, NY",36047095000,36047095000,26432
"36061002500, NY",36061002500,36061002500,12202
"36005045800, NY",36005045800,36005045800,9162
"36047016200, NY",36047016200,36047016200,38378
"36081070300, NY",36081070300,36081070300,40962
"36047022700, NY",36047022700,36047022700,27960
"36081140901, NY",36081140901,36081140901,32527
"36005044200, NY",36005044200,36005044200,18692
"36005037504, NY",36005037504,36005037504,10929
"36005024000, NY",36005024000,36005024000,14552
"36005019300, NY",36005019300,36005019300,16586
"36047038100, NY",36047038100,36047038100,13912
"36081046600, NY",36081046600,36081046600,26086
"36005028300, NY",36005028300,36005028300,16371
"36047028200, NY",36047028200,36047028200,26443
"36081055700, NY",36081055700,36081055700,20311
"36061012400, NY",36061012400,36061012400,87501
"36081025100, NY",36081025100,36081025100,27123
"36081046400, NY",36081046400,36081046400,35824
"36081061000, NY",36081061000,36081061000,26333
"36047095600, NY",36047095600,36047095600,22228
"36047008400, NY",36047008400,36047008400,17445
"36047061200, NY",36047061200,36047061200,32045
"36061019701, NY",36061019701,36061019701,56017
"36047095400, NY",36047095400,36047095400,23926
"36047028600, NY",36047028600,36047028600,26264
"36047092000, NY",36047092000,36047092000,19340
"36081043200, NY",36081043200,36081043200,35365
"36047064200, NY",36047064200,36047064200,35785
"36005029500, NY",36005029500,36005029500,43596
"36005015300, NY",36005015300,36005015300,12035
"36047095800, NY",36047095800,36047095800,28408
"36005022000, NY",36005022000,36005022000,9225
"36005013100, NY",36005013100,36005013100,14571
"36081021200, NY",36081021200,36081021200,17359
"36047038200, NY",36047038200,36047038200,12753
"36047050400, NY",36047050400,36047050400,40309
"36047032800, NY",36047032800,36047032800,19740
"36047055100, NY",36047055100,36047055100,31552
"36047036600, NY",36047036600,36047036600,16435
"36081068200, NY",36081068200,36081068200,26804
"36085000900, NY",36085000900,36085000900,23633
"36047066200, NY",36047066200,36047066200,31092
"36081048000, NY",36081048000,36081048000,24384
"36081053000, NY",36081053000,36081053000,22403
"36081016900, NY",36081016900,36081016900,33293
"36081046800, NY",36081046800,36081046800,18297
"36081047000, NY",36081047000,36081047000,18235
"36081045400, NY",36081045400,36081045400,23851
"36081067100, NY",36081067100,36081067100,34098
"36047034200, NY",36047034200,36047034200,17424
"36005007500, NY",36005007500,36005007500,13286
"36047049300, NY",36047049300,36047049300,18548
"36081036800, NY",36081036800,36081036800,27501
"36081001200, NY",36081001200,36081001200,27665
"36081055600, NY",36081055600,36081055600,25864
"36047042200, NY",36047042200,36047042200,30296
"36047036900, NY",36047036900,36047036900,14627
"36081133900, NY",36081133900,36081133900,33375
"36081048200, NY",36081048200,36081048200,24916
"36005004300, NY",36005004300,36005004300,12133
"36061019800, NY",36061019800,36061019800,46346
"36061013700, NY",36061013700,36061013700,119402
"36047012600, NY",36047012600,36047012600,19259
"36047023200, NY",36047023200,36047023200,10417
"36047045000, NY",36047045000,36047045000,33556
"36047119200, NY",36047119200,36047119200,12884
"36081048300, NY",36081048300,36081048300,20995
"36081054800, NY",36081054800,36081054800,33007
"36081051500, NY",36081051500,36081051500,34692
"36081073900, NY",36081073900,36081073900,52017
"36081077500, NY",36081077500,36081077500,39764
"36081000400, NY",36081000400,36081000400,22516
"36047037401, NY",36047037401,36047037401,29461
"36005040600, NY",36005040600,36005040600,17288
"36005039600, NY",36005039600,36005039600,15911
"36081044601, NY",36081044601,36081044601,18684
"36005036300, NY",36005036300,36005036300,11969
"36081005700, NY",36081005700,36081005700,32064
"36047061004, NY",36047061004,36047061004,21289
"36047000100, NY",36047000100,36047000100,53710
"36081010000, NY",36081010000,36081010000,22630
"36081014000, NY",36081014000,36081014000,36673
"36081019600, NY",36081019600,36081019600,16766
"36061001800, NY",36061001800,36061001800,30875
"36081002800, NY",36081002800,36081002800,23421
"36081026100, NY",36081026100,36081026100,18386
"36005022200, NY",36005022200,36005022200,18844
"36081014400, NY",36081014400,36081014400,17254
"36081059400, NY",36081059400,36081059400,37108
"36047079400, NY",36047079400,36047079400,14737
"36081070700, NY",36081070700,36081070700,43390
"36081046000, NY",36081046000,36081046000,12813
"36081004500, NY",36081004500,36081004500,39204
"36047047800, NY",36047047800,36047047800,12954
"36005019500, NY",36005019500,36005019500,15076
"36081055400, NY",36081055400,36081055400,25184
"36081017000, NY",36081017000,36081017000,19442
"36047029800, NY",36047029800,36047029800,30111
"36081050800, NY",36081050800,36081050800,22542
"36047047700, NY",36047047700,36047047700,46626
"36081025500, NY",36081025500,36081025500,34272
"36081070900, NY",36081070900,36081070900,44519
"36047011800, NY",36047011800,36047011800,11923
"36047059200, NY",36047059200,36047059200,28269
"36081016300, NY",36081016300,36081016300,17802
"36047044800, NY",36047044800,36047044800,33303
"36081040200, NY",36081040200,36081040200,29665
"36047014500, NY",36047014500,36047014500,29474
"36081119100, NY",36081119100,36081119100,22356
"36081018900, NY",36081018900,36081018900,24952
"36005007600, NY",36005007600,36005007600,17857
"36061003200, NY",36061003200,36061003200,52061
"36047014300, NY",36047014300,36047014300,37273
"36005003900, NY",36005003900,36005003900,14767
"36047017600, NY",36047017600,36047017600,26253
"36005040400, NY",36005040400,36005040400,18110
"36005038000, NY",36005038000,36005038000,20364
"36047079200, NY",36047079200,36047079200,17679
"36081050400, NY",36081050400,36081050400,23683
"36081069500, NY",36081069500,36081069500,39667
"36005043100, NY",36005043100,36005043100,15215
"36047013600, NY",36047013600,36047013600,34819
"36081062000, NY",36081062000,36081062000,36926
"36047091600, NY",36047091600,36047091600,13706
"36081060600, NY",36081060600,36081060600,39219
"36047000301, NY",36047000301,36047000301,99927
"36081071702, NY",36081071702,36081071702,32090
"36005008300, NY",36005008300,36005008300,11320
"36081056000, NY",36081056000,36081056000,26031
"36081018300, NY",36081018300,36081018300,35790
"36005027300, NY",36005027300,36005027300,16060
"36005008700, NY",36005008700,36005008700,13657
"36081000600, NY",36081000600,36081000600,22270
"36081045200, NY",36081045200,36081045200,16037
"36047082400, NY",36047082400,36047082400,22177
"36081003400, NY",36081003400,36081003400,28380
"36081010200, NY",36081010200,36081010200,21752
"36081027300, NY",36081027300,36081027300,16493
"36047029600, NY",36047029600,36047029600,21947
"36081077907, NY",36081077907,36081077907,21087
"36005007200, NY",36005007200,36005007200,17169
"36081011700, NY",36081011700,36081011700,35710
"36061024500, NY",36061024500,36061024500,14647
"36081001400, NY",36081001400,36081001400,23918
"36005006700, NY",36005006700,36005006700,10380
"36047049100, NY",36047049100,36047049100,20124
"36061018000, NY",36061018000,36061018000,17614
"36081006300, NY",36081006300,36081006300,34849
"36047117400, NY",36047117400,36047117400,17271
"36081018402, NY",36081018402,36081018402,21519
"36047019000, NY",36047019000,36047019000,17721
"36081040100, NY",36081040100,36081040100,16327
"36081025800, NY",36081025800,36081025800,20958
"36047091000, NY",36047091000,36047091000,7191
"36047072800, NY",36047072800,36047072800,29394
"36081006900, NY",36081006900,36081006900,28526
"36081119300, NY",36081119300,36081119300,24616
"36081060800, NY",36081060800,36081060800,27842
"36081016800, NY",36081016800,36081016800,21874
"36005031400, NY",36005031400,36005031400,37038
"36081073700, NY",36081073700,36081073700,63548
"36081026700, NY",36081026700,36081026700,21645
"36047030200, NY",36047030200,36047030200,24481
"36005015100, NY",36005015100,36005015100,14677
"36047040300, NY",36047040300,36047040300,13405
"36081015600, NY",36081015600,36081015600,18154
"36047091800, NY",36047091800,36047091800,16118
"36005016700, NY",36005016700,36005016700,11477
"36047016900, NY",36047016900,36047016900,41667
"36005025100, NY",36005025100,36005025100,15200
"36047048400, NY",36047048400,36047048400,15248
"36047017000, NY",36047017000,36047017000,26999
"36081014201, NY",36081014201,36081014201,18751
"36061001600, NY",36061001600,36061001600,25356
"36005045102, NY",36005045102,36005045102,36222
"36047017100, NY",36047017100,36047017100,53013
"36081019800, NY",36081019800,36081019800,15215
"36047083600, NY",36047083600,36047083600,28742
"36047067000, NY",36047067000,36047067000,32013
"36061004900, NY",36061004900,36061004900,91203
"36005043000, NY",36005043000,36005043000,22464
"36005039100, NY",36005039100,36005039100,12322
"36005033000, NY",36005033000,36005033000,16955
"36047047600, NY",36047047600,36047047600,15330
"36081059800, NY",36081059800,36081059800,27287
"36081009600, NY",36081009600,36081009600,17591
"36081050600, NY",36081050600,36081050600,27390
"36081012200, NY",36081012200,36081012200,19526
"36081044800, NY",36081044800,36081044800,19524
"36047017200, NY",36047017200,36047017200,33625
"36005007000, NY",36005007000,36005007000,13983
"36005032800, NY",36005032800,36005032800,16238
"36061003100, NY",36061003100,36061003100,68092
"36047029700, NY",36047029700,36047029700,25526
"36081043400, NY",36081043400,36081043400,25109
"36047118400, NY",36047118400,36047118400,14575
"36061016500, NY",36061016500,36061016500,114713
"36047075800, NY",36047075800,36047075800,38881
"36047049800, NY",36047049800,36047049800,24338
"36005031200, NY",36005031200,36005031200,27547
"36081071701, NY",36081071701,36081071701,31316
"36005036400, NY",36005036400,36005036400,22559
"36005039800, NY",36005039800,36005039800,24432
"36047088200, NY",36047088200,36047088200,21667
"36047006400, NY",36047006400,36047006400,36147
"36081118900, NY",36081118900,36081118900,24626
"36047049600, NY",36047049600,36047049600,25469
"36081120500, NY",36081120500,36081120500,14176
"36061003800, NY",36061003800,36061003800,54308
"36061016800, NY",36061016800,36061016800,25495
"36047011700, NY",36047011700,36047011700,41456
"36047039800, NY",36047039800,36047039800,20942
"36081009700, NY",36081009700,36081009700,43950
"36081052500, NY",36081052500,36081052500,38054
"36081059100, NY",36081059100,36081059100,29128
"36081016600, NY",36081016600,36081016600,21279
"36081013700, NY",36081013700,36081013700,35055
"36047068200, NY",36047068200,36047068200,29204
"36081077908, NY",36081077908,36081077908,18811
"36047083000, NY",36047083000,36047083000,20200
"36047070000, NY",36047070000,36047070000,31700
"36081126500, NY",36081126500,36081126500,28593
"36081039800, NY",36081039800,36081039800,23299
"36061006500, NY",36061006500,36061006500,64513
"36047014200, NY",36047014200,36047014200,27998
"36047044000, NY",36047044000,36047044000,23961
"36047051800, NY",36047051800,36047051800,35730
"36005026500, NY",36005026500,36005026500,15093
"36047074600, NY",36047074600,36047074600,26247
"36005005400, NY",36005005400,36005005400,15802
"36081040700, NY",36081040700,36081040700,14843
"36081040300, NY",36081040300,36081040300,15131
"36081004200, NY",36081004200,36081004200,19270
"36081016400, NY",36081016400,36081016400,21213
"36047043900, NY",36047043900,36047043900,18542
"36047088800, NY",36047088800,36047088800,19633
"36047026100, NY",36047026100,36047026100,19821
"36005028900, NY",36005028900,36005028900,29234
"36081018401, NY",36081018401,36081018401,22491
"36005037100, NY",36005037100,36005037100,15759
"36081019200, NY",36081019200,36081019200,25733
"36081026300, NY",36081026300,36081026300,22173
"36047064400, NY",36047064400,36047064400,31125
"36081062500, NY",36081062500,36081062500,34477
"36047082600, NY",36047082600,36047082600,20899
"36005007900, NY",36005007900,36005007900,12931
"36047059800, NY",36047059800,36047059800,28241
"36081049700, NY",36081049700,36081049700,24907
"36081010500, NY",36081010500,36081010500,26363
"36047050000, NY",36047050000,36047050000,36584
"36047113200, NY",36047113200,36047113200,22608
"36047033700, NY",36047033700,36047033700,21158
"36081075701, NY",36081075701,36081075701,47416
"36061009200, NY",36061009200,36061009200,107839
"36047038800, NY",36047038800,36047038800,23674
"36047040200, NY",36047040200,36047040200,23480
"36081005300, NY",36081005300,36081005300,37178
"36081037900, NY",36081037900,36081037900,13121
"36081028700, NY",36081028700,36081028700,28184
"36081002500, NY",36081002500,36081002500,16098
"36081052400, NY",36081052400,36081052400,29460
"36081040000, NY",36081040000,36081040000,23602
"36081036700, NY",36081036700,36081036700,20866
"36047046000, NY",36047046000,36047046000,23008
"36047090600, NY",36047090600,36047090600,10328
"36081007100, NY",36081007100,36081007100,37916
"36047035000, NY",36047035000,36047035000,22523
"36081118100, NY",36081118100,36081118100,24974
"36081085300, NY",36081085300,36081085300,22150
"36081006100, NY",36081006100,36081006100,40065
"36047048200, NY",36047048200,36047048200,15032
"36061022400, NY",36061022400,36061022400,17452
"36047054900, NY",36047054900,36047054900,42054
"36081012400, NY",36081012400,36081012400,23179
"36061010602, NY",36061010602,36061010602,92881
"36047028000, NY",36047028000,36047028000,32279
"36081059600, NY",36081059600,36081059600,33150
"36081024900, NY",36081024900,36081024900,25649
"36047030000, NY",36047030000,36047030000,21916
"36047030100, NY",36047030100,36047030100,23130
"36081056600, NY",36081056600,36081056600,20686
"36081065900, NY",36081065900,36081065900,37695
"36047093000, NY",36047093000,36047093000,30979
"36047022000, NY",36047022000,36047022000,12466
"36047053300, NY",36047053300,36047053300,8455
"36047113000, NY",36047113000,36047113000,13792
"36005006200, NY",36005006200,36005006200,11609
"36081051300, NY",36081051300,36081051300,28009
"36081074300, NY",36081074300,36081074300,32681
"36061027100, NY",36061027100,36061027100,22784
"36081072900, NY",36081072900,36081072900,34205
"36005021001, NY",36005021001,36005021001,24470
"36005037900, NY",36005037900,36005037900,14763
"36047030600, NY",36047030600,36047030600,22472
"36081055800, NY",36081055800,36081055800,27909
"36047005800, NY",36047005800,36047005800,28668
"36005028600, NY",36005028600,36005028600,23626
"36081078800, NY",36081078800,36081078800,22316
"36047055600, NY",36047055600,36047055600,24508
"36005035000, NY",36005035000,36005035000,23816
"36047012000, NY",36047012000,36047012000,13290
"36081017200, NY",36081017200,36081017200,19125
"36081013200, NY",36081013200,36081013200,24251
"36081009100, NY",36081009100,36081009100,32721
"36047021100, NY",36047021100,36047021100,32667
"36047049000, NY",36047049000,36047049000,17317
"36081017400, NY",36081017400,36081017400,21506
"36005038500, NY",36005038500,36005038500,10034
"36047072400, NY",36047072400,36047072400,29451
"36081017600, NY",36081017600,36081017600,19495
"36081008300, NY",36081008300,36081008300,22100
"36061004100, NY",36061004100,36061004100,49102
"36005025200, NY",36005025200,36005025200,26208
"36047039400, NY",36047039400,36047039400,24953
"36047040000, NY",36047040000,36047040000,16464
"36061026500, NY",36061026500,36061026500,30398
"36081063000, NY",36081063000,36081063000,32393
"36047024200, NY",36047024200,36047024200,19241
"36047012200, NY",36047012200,36047012200,14889
"36081053601, NY",36081053601,36081053601,24487
"36047059100, NY",36047059100,36047059100,39499
"36047052700, NY",36047052700,36047052700,18248
"36081052100, NY",36081052100,36081052100,29153
"36081013000, NY",36081013000,36081013000,29699
"36081005900, NY",36081005900,36081005900,40369
"36081017800, NY",36081017800,36081017800,17041
"36047021200, NY",36047021200,36047021200,15009
"36047090200, NY",36047090200,36047090200,16573
"36047052000, NY",36047052000,36047052000,26787
"36047037700, NY",36047037700,36047037700,26619
"36005025600, NY",36005025600,36005025600,22382
"36081073100, NY",36081073100,36081073100,43739
"36081015200, NY",36081015200,36081015200,19609
"36081053200, NY",36081053200,36081053200,29426
"36081000800, NY",36081000800,36081000800,20660
"36081063500, NY",36081063500,36081063500,27125
"36081119500, NY",36081119500,36081119500,31787
"36047039300, NY",36047039300,36047039300,25674
"36047080400, NY",36047080400,36047080400,18789
"36047054400, NY",36047054400,36047054400,36371
"36047019200, NY",36047019200,36047019200,15893
"36081011200, NY",36081011200,36081011200,17945
"36047099600, NY",36047099600,36047099600,29432
"36081053800, NY",36081053800,36081053800,20967
"36047037100, NY",36047037100,36047037100,21294
"36061029100, NY",36061029100,36061029100,15501
"36047008800, NY",36047008800,36047008800,18799
"36081013400, NY",36081013400,36081013400,35283
"36047026400, NY",36047026400,36047026400,21493
"36047019900, NY",36047019900,36047019900,42371
"36047067400, NY",36047067400,36047067400,30869
"36047054200, NY",36047054200,36047054200,19967
"36005006900, NY",36005006900,36005006900,12454
"36005016500, NY",36005016500,36005016500,12387
"36081056400, NY",36081056400,36081056400,20482
"36081084500, NY",36081084500,36081084500,16328
"36005008600, NY",36005008600,36005008600,12430
"36047059300, NY",36047059300,36047059300,30653
"36047038700, NY",36047038700,36047038700,18514
"36081019000, NY",36081019000,36081019000,24406
"36047019600, NY",36047019600,36047019600,16126
"36005007400, NY",36005007400,36005007400,21499
"36081115500, NY",36081115500,36081115500,26490
"36047058400, NY",36047058400,36047058400,32119
"36047076200, NY",36047076200,36047076200,22693
"36081118700, NY",36081118700,36081118700,21910
"36005037200, NY",36005037200,36005037200,21295
"36047051700, NY",36047051700,36047051700,65804
"36047057500, NY",36047057500,36047057500,39041
"36081025900, NY",36081025900,36081025900,21425
"36081026500, NY",36081026500,36081026500,22151
"36047051500, NY",36047051500,36047051500,50822
"36081010400, NY",36081010400,36081010400,21301
"36081057700, NY",36081057700,36081057700,23379
"36047016500, NY",36047016500,36047016500,104334
"36081043702, NY",36081043702,36081043702,19126
"36047077600, NY",36047077600,36047077600,29094
"36047033300, NY",36047033300,36047033300,16061
"36081067700, NY",36081067700,36081067700,43842
"36081011500, NY",36081011500,36081011500,33396
"36047045200, NY",36047045200,36047045200,31005
"36005004100, NY",36005004100,36005004100,11837
"36005033600, NY",36005033600,36005033600,22425
"36081027000, NY",36081027000,36081027000,17942
"36047006800, NY",36047006800,36047006800,19209
"36047080200, NY",36047080200,36047080200,23070
"36081051000, NY",36081051000,36081051000,24165
"36047036700, NY",36047036700,36047036700,21417
"36081119900, NY",36081119900,36081119900,24142
"36081051600, NY",36081051600,36081051600,25040
"36047073000, NY",36047073000,36047073000,34614
"36081120300, NY",36081120300,36081120300,20917
"36047056000, NY",36047056000,36047056000,27022
"36005038700, NY",36005038700,36005038700,14221
"36061012600, NY",36061012600,36061012600,102173
"36047112800, NY",36047112800,36047112800,18216
"36047021300, NY",36047021300,36047021300,27703
"36047016300, NY",36047016300,36047016300,48475
"36047035900, NY",36047035900,36047035900,17255
"36061002800, NY",36061002800,36061002800,25415
"36047037900, NY",36047037900,36047037900,21982
"36061017000, NY",36061017000,36061017000,22463
"36061023100, NY",36061023100,36061023100,28510
"36005039300, NY",36005039300,36005039300,11630
"36005005200, NY",36005005200,36005005200,16865
"36081028200, NY",36081028200,36081028200,26242
"36061010800, NY",36061010800,36061010800,109802
"36061015700, NY",36061015700,36061015700,101157
"36005040702, NY",36005040702,36005040702,14841
"36047049400, NY",36047049400,36047049400,25842
"36047056400, NY",36047056400,36047056400,34816
"36047119400, NY",36047119400,36047119400,15508
"36047079000, NY",36047079000,36047079000,20819
"36081047300, NY",36081047300,36081047300,36033
"36005039000, NY",36005039000,36005039000,16941
"36005025000, NY",36005025000,36005025000,26805
"36061013800, NY",36061013800,36061013800,94451
"36061021800, NY",36061021800,36061021800,27247
"36047044200, NY",36047044200,36047044200,25586
"36081029500, NY",36081029500,36081029500,30367
"36005008500, NY",36005008500,36005008500,12386
"36047016100, NY",36047016100,36047016100,62971
"36047088000, NY",36047088000,36047088000,23164
"36047042300, NY",36047042300,36047042300,17792
"36061013400, NY",36061013400,36061013400,89630
"36005014500, NY",36005014500,36005014500,9178
"36081052600, NY",36081052600,36081052600,22469
"36005042300, NY",36005042300,36005042300,19040
"36047024700, NY",36047024700,36047024700,27936
"36061022200, NY",36061022200,36061022200,34363
"36047002300, NY",36047002300,36047002300,10805
"36061013900, NY",36061013900,36061013900,77331
"36047069200, NY",36047069200,36047069200,28617
"36081060300, NY",36081060300,36081060300,32046
"36047005100, NY",36047005100,36047005100,57925
"36047047000, NY",36047047000,36047047000,15529
"36047116400, NY",36047116400,36047116400,13964
"36081076901, NY",36081076901,36081076901,58817
"36047035700, NY",36047035700,36047035700,11713
"36005016200, NY",36005016200,36005016200,24165
"36061022800, NY",36061022800,36061022800,27122
"36047076000, NY",36047076000,36047076000,32329
"36061023200, NY",36061023200,36061023200,14235
"36047025700, NY",36047025700,36047025700,23801
"36047096600, NY",36047096600,36047096600,26717
"36061008800, NY",36061008800,36061008800,93283
"36047025200, NY",36047025200,36047025200,22476
"36047051400, NY",36047051400,36047051400,22480
"36047033900, NY",36047033900,36047033900,25008
"36047033500, NY",36047033500,36047033500,18752
"36061016900, NY",36061016900,36061016900,84034
"36081052800, NY",36081052800,36081052800,28017
"36047054600, NY",36047054600,36047054600,24766
"36047024100, NY",36047024100,36047024100,28121
"36047073800, NY",36047073800,36047073800,26403
"36047060600, NY",36047060600,36047060600,22074
"36005022500, NY",36005022500,36005022500,12263
"36081003600, NY",36081003600,36081003600,25408
"36061023501, NY",36061023501,36061023501,21801
"36047031500, NY",36047031500,36047031500,29266
"36081004700, NY",36081004700,36081004700,18254
"36061014000, NY",36061014000,36061014000,142261
"36047088600, NY",36047088600,36047088600,20710
"36061014200, NY",36061014200,36061014200,197931
"36047089200, NY",36047089200,36047089200,13213
"36047081600, NY",36047081600,36047081600,19746
"36061009300, NY",36061009300,36061009300,86860
"36061009100, NY",36061009100,36061009100,113786
"36047055000, NY",36047055000,36047055000,25287
"36005031800, NY",36005031800,36005031800,21436
"36061000201, NY",36061000201,36061000201,14788
"36061012800, NY",36061012800,36061012800,172366
"36081011300, NY",36081011300,36081011300,31534
"36061017300, NY",36061017300,36061017300,87569
"36047006900, NY",36047006900,36047006900,74908
"36047045800, NY",36047045800,36047045800,48975
"36061007700, NY",36061007700,36061007700,120307
"36061020300, NY",36061020300,36061020300,13445
"36081116100, NY",36081116100,36081116100,22032
"36061014500, NY",36061014500,36061014500,115857
"36061027900, NY",36061027900,36061027900,22891
"36061013000, NY",36061013000,36061013000,197213
"36061004000, NY",36061004000,36061004000,56101
"36047026800, NY",36047026800,36047026800,18434
"36081018600, NY",36081018600,36081018600,22635
"36061012100, NY",36061012100,36061012100,52666
"36047096200, NY",36047096200,36047096200,26061
"36061017200, NY",36061017200,36061017200,21449
"36061027300, NY",36061027300,36061027300,41343
"36061009000, NY",36061009000,36061009000,106690
"36061006300, NY",36061006300,36061006300,105307
"36081026000, NY",36081026000,36081026000,15160
"36005019900, NY",36005019900,36005019900,12303
"36061006400, NY",36061006400,36061006400,78176
"36005031600, NY",36005031600,36005031600,26966
"36047019400, NY",36047019400,36047019400,17158
"36081028300, NY",36081028300,36081028300,29011
"36047073600, NY",36047073600,36047073600,20964
"36081027500, NY",36081027500,36081027500,19466
"36061011900, NY",36061011900,36061011900,24523
"36005023900, NY",36005023900,36005023900,12382
"36061016400, NY",36061016400,36061016400,35713
"36061015400, NY",36061015400,36061015400,60857
"36005014100, NY",36005014100,36005014100,21685
"36061019600, NY",36061019600,36061019600,18776
"36061007800, NY",36061007800,36061007800,93964
"36047112400, NY",36047112400,36047112400,18644
"36061007000, NY",36061007000,36061007000,81492
"36047093400, NY",36047093400,36047093400,29181
"36081027900, NY",36081027900,36081027900,22847
"36061018200, NY",36061018200,36061018200,20071
"36061009800, NY",36061009800,36061009800,111300
"36061011800, NY",36061011800,36061011800,121316
"36061018400, NY",36061018400,36061018400,18331
"36081001800, NY",36081001800,36081001800,19569
"36061021200, NY",36061021200,36061021200,37441
"36081018800, NY",36081018800,36081018800,26036
"36061011000, NY",36061011000,36061011000,104381
"36047032700, NY",36047032700,36047032700,34782
"36047046202, NY",36047046202,36047046202,26781
"36081060000, NY",36081060000,36081060000,34571
"36081027800, NY",36081027800,36081027800,17927
"36061026900, NY",36061026900,36061026900,16123
"36005042400, NY",36005042400,36005042400,19116
"36047096400, NY",36047096400,36047096400,20220
"36061011500, NY",36061011500,36061011500,76759
"36061019300, NY",36061019300,36061019300,26006
"36081023600, NY",36081023600,36081023600,20079
"36047074800, NY",36047074800,36047074800,26704
"36005025700, NY",36005025700,36005025700,13973
"36081003800, NY",36081003800,36081003800,20140
"36047013000, NY",36047013000,36047013000,27044
"36061010900, NY",36061010900,36061010900,79114
"36047057100, NY",36047057100,36047057100,38690
