,sub_distances,safety,age,income,count,BoroCT2010
0,0.0431804895622,0.0471314897057,0.170546558704,-0.174482464715,2,1000202
1,-0.015798645334,0.151782484755,0.0330465587045,-0.186193765951,7,1000600
2,-0.0142571443187,0.018312173258,-0.116953441296,0.0597878570931,99,1000700
3,-0.00137927090474,-0.0384963870502,0.0580465587045,-0.18034655287,5,1000800
4,-0.0176771860517,-0.0508629572122,-0.104453441296,0.225047564479,72,1000900
5,0.0588251924322,,0.0455465587045,-0.206861512623,1,1001002
6,0.00986933524862,0.0287142412008,0.120546558704,-0.121129809422,3,1001200
7,-0.018079431192,0.0302993332389,-0.154453441296,0.14736316211,103,1001300
8,-0.00899715457051,-0.160501265219,0.220546558704,0.00108580339664,3,1001401
9,-0.0144452153821,0.115323366058,0.0455465587045,-0.132763063442,16,1001402
10,-0.00401704658759,0.0640756550105,0.195546558704,0.0744923745504,54,1001501
11,-0.00959739193948,0.0963430150244,-0.229453441296,0.0693032893481,69,1001502
12,-0.00854740525115,-0.07016173045,0.0330465587045,-0.162513818602,38,1001600
13,-0.018261260228,-0.122091330487,-0.0919534412955,-0.155042379664,147,1001800
14,0.0439087662885,,0.0330465587045,-0.182308280202,2,1002000
15,-0.0185209495994,0.0114815705987,-0.0544534412955,0.528786237086,96,1002100
16,0.00528660943241,0.110519194474,0.0705465587045,-0.150899549039,4,1002201
17,0.0217370268443,0.013608962928,-0.104453441296,0.0707376706236,15,1002202
18,0.0509636982412,-0.0279152760068,0.0580465587045,-0.166525867404,1,1002400
19,0.0113946185119,-0.200628218395,0.0705465587045,-0.201752584021,5,1002500
20,0.0278391608627,-0.0281810735644,0.0205465587045,-0.107214201666,9,1002601
21,0.0228854498277,0.0441973710677,0.0455465587045,-0.0315126204715,16,1002602
22,0.00642323852758,0.050830384325,0.295546558704,-0.108513582351,3,1002700
23,0.0131612447214,-0.0497750824805,-0.0544534412955,-0.158434269504,16,1002800
24,-0.0136344695239,-0.0245314923929,0.170546558704,-0.160341152846,36,1002900
25,-0.0109454122205,0.143921575017,-0.129453441296,-0.0127348820689,105,1003001
26,-0.00127125744481,0.0842121774036,0.0455465587045,-0.0797964254631,58,1003002
27,-0.0185461742293,-0.013028744321,-0.166953441296,-0.054083031717,59,1003100
28,0.00900817359674,-0.0605014929361,-0.0544534412955,-0.106433729501,99,1003200
29,-0.0166697759576,-0.0520585279205,-0.0669534412955,0.2206980142,138,1003300
30,-0.0128312186588,-0.0425649396437,-0.0544534412955,-0.0751684364657,76,1003400
